user,time,,checkin_checkout,,
1,2/19/2022 20:30,1,1,1,0
4,2/19/2022 20:31,1,1,1,0
17,2/19/2022 20:31,1,1,1,0
12,2/19/2022 20:31,1,1,1,0
6,2/19/2022 20:31,1,1,1,0
200,2/19/2022 20:33,1,1,1,0
11,2/19/2022 20:36,1,1,1,0
10,2/19/2022 20:38,1,1,1,0
20,2/19/2022 20:39,1,1,1,0
18,2/19/2022 20:39,1,1,1,0
9,2/19/2022 20:39,1,1,1,0
8,2/20/2022 0:39,1,1,1,0
8,2/20/2022 11:27,1,0,1,0
10,2/20/2022 12:29,1,0,1,0
3,2/20/2022 12:37,1,0,1,0
11,2/20/2022 13:14,1,0,1,0
17,2/20/2022 13:25,1,0,1,0
9,2/20/2022 13:25,1,0,1,0
200,2/20/2022 13:40,1,0,1,0
18,2/20/2022 13:56,1,0,1,0
12,2/20/2022 14:02,1,0,1,0
13,2/20/2022 14:07,1,0,1,0
1,2/20/2022 14:10,1,0,1,0
4,2/20/2022 14:10,1,0,1,0
3,2/20/2022 16:04,1,0,1,0
13,2/20/2022 16:56,1,1,1,0
17,2/20/2022 17:02,1,1,1,0
3,2/20/2022 18:38,1,1,1,0
200,2/20/2022 19:04,1,1,1,0
18,2/20/2022 19:04,1,1,1,0
11,2/20/2022 19:17,1,1,1,0
9,2/20/2022 19:21,1,1,1,0
12,2/20/2022 19:21,1,1,1,0
10,2/20/2022 19:24,1,1,1,0
1,2/20/2022 19:28,1,1,1,0
4,2/20/2022 19:28,1,1,1,0
8,2/20/2022 21:58,1,1,1,0
8,2/21/2022 11:40,1,0,1,0
3,2/21/2022 11:51,1,0,1,0
11,2/21/2022 12:14,1,0,1,0
6,2/21/2022 12:33,1,0,1,0
13,2/21/2022 12:41,1,0,1,0
18,2/21/2022 12:55,1,0,1,0
17,2/21/2022 13:01,1,0,1,0
9,2/21/2022 13:12,1,0,1,0
12,2/21/2022 13:26,1,0,1,0
20,2/21/2022 13:29,1,0,1,0
10,2/21/2022 13:36,1,0,1,0
1,2/21/2022 14:25,1,0,1,0
4,2/21/2022 14:25,1,0,1,0
1,2/21/2022 19:15,1,1,1,0
10,2/21/2022 19:16,1,1,1,0
13,2/21/2022 19:20,1,1,1,0
4,2/21/2022 20:19,1,1,1,0
3,2/21/2022 20:19,1,1,1,0
17,2/21/2022 20:19,1,1,1,0
18,2/21/2022 20:21,1,1,1,0
20,2/21/2022 20:21,1,1,1,0
6,2/21/2022 20:22,1,1,1,0
9,2/21/2022 20:24,1,1,1,0
12,2/21/2022 20:24,1,1,1,0
8,2/21/2022 22:17,1,1,1,0
8,2/22/2022 11:34,1,0,1,0
11,2/22/2022 11:51,1,0,1,0
10,2/22/2022 11:58,1,0,1,0
3,2/22/2022 11:59,1,0,1,0
18,2/22/2022 12:13,1,0,1,0
20,2/22/2022 12:13,1,0,1,0
17,2/22/2022 12:29,1,0,1,0
13,2/22/2022 13:09,1,0,1,0
6,2/22/2022 13:11,1,0,1,0
12,2/22/2022 13:11,1,0,1,0
9,2/22/2022 13:32,1,0,1,0
1,2/22/2022 13:35,1,0,1,0
4,2/22/2022 13:36,1,0,1,0
29,2/22/2022 15:35,1,0,1,0
6,2/22/2022 16:42,1,1,1,0
13,2/22/2022 19:11,1,1,1,0
4,2/22/2022 19:30,1,1,1,0
29,2/22/2022 19:39,1,1,1,0
17,2/22/2022 19:43,1,1,1,0
12,2/22/2022 19:47,1,1,1,0
11,2/22/2022 19:47,1,1,1,0
9,2/22/2022 19:49,1,1,1,0
20,2/22/2022 19:52,1,1,1,0
18,2/22/2022 19:52,1,1,1,0
10,2/22/2022 20:15,1,1,1,0
3,2/22/2022 20:16,1,1,1,0
1,2/22/2022 20:16,1,1,1,0
8,2/23/2022 2:25,1,1,1,0
13,2/23/2022 10:39,1,0,1,0
25,2/23/2022 10:58,1,0,1,0
8,2/23/2022 11:07,1,0,1,0
20,2/23/2022 11:37,1,0,1,0
18,2/23/2022 11:37,1,0,1,0
17,2/23/2022 11:39,1,0,1,0
11,2/23/2022 12:12,1,0,1,0
10,2/23/2022 12:27,1,0,1,0
3,2/23/2022 12:27,1,0,1,0
9,2/23/2022 12:34,1,0,1,0
6,2/23/2022 12:39,1,0,1,0
4,2/23/2022 13:23,1,0,1,0
1,2/23/2022 13:23,1,0,1,0
12,2/23/2022 13:27,1,0,1,0
11,2/23/2022 20:14,1,1,1,0
4,2/23/2022 22:40,1,1,1,0
6,2/23/2022 22:40,1,1,1,0
10,2/23/2022 22:42,1,1,1,0
12,2/23/2022 22:42,1,1,1,0
9,2/23/2022 22:42,1,1,1,0
1,2/23/2022 22:43,1,1,1,0
3,2/23/2022 22:43,1,1,1,0
18,2/23/2022 22:43,1,1,1,0
20,2/23/2022 22:43,1,1,1,0
25,2/23/2022 22:57,1,1,1,0
8,2/23/2022 23:06,1,1,1,0
25,2/24/2022 11:28,1,0,1,0
8,2/24/2022 11:44,1,0,1,0
11,2/24/2022 12:04,1,0,1,0
1,2/24/2022 12:25,1,0,1,0
3,2/24/2022 12:25,1,0,1,0
10,2/24/2022 12:25,1,0,1,0
18,2/24/2022 12:31,1,0,1,0
20,2/24/2022 12:38,1,0,1,0
6,2/24/2022 12:46,1,0,1,0
29,2/24/2022 13:14,1,0,1,0
9,2/24/2022 13:19,1,0,1,0
12,2/24/2022 13:55,1,0,1,0
4,2/24/2022 13:58,1,0,1,0
11,2/24/2022 20:31,1,0,1,0
4,2/24/2022 20:50,1,1,1,0
29,2/24/2022 20:50,1,1,1,0
6,2/24/2022 20:50,1,1,1,0
1,2/24/2022 20:55,1,1,1,0
3,2/24/2022 20:55,1,1,1,0
10,2/24/2022 20:55,1,1,1,0
12,2/24/2022 20:58,1,1,1,0
9,2/24/2022 21:00,1,1,1,0
18,2/24/2022 21:11,1,1,1,0
20,2/24/2022 21:11,1,1,1,0
8,2/24/2022 22:31,1,1,1,0
25,2/24/2022 23:51,1,1,1,0
25,2/25/2022 11:04,1,0,1,0
8,2/25/2022 12:04,1,0,1,0
200,2/25/2022 12:18,1,0,1,0
11,2/25/2022 12:29,1,0,1,0
3,2/25/2022 12:34,1,0,1,0
10,2/25/2022 12:34,1,0,1,0
6,2/25/2022 13:10,1,0,1,0
9,2/25/2022 13:14,1,0,1,0
12,2/25/2022 13:14,1,0,1,0
29,2/25/2022 13:20,1,0,1,0
18,2/25/2022 13:45,1,0,1,0
20,2/25/2022 13:45,1,0,1,0
4,2/25/2022 13:56,1,0,1,0
1,2/25/2022 16:40,1,0,1,0
6,2/25/2022 20:26,1,1,1,0
11,2/25/2022 20:34,1,1,1,0
200,2/25/2022 20:34,1,1,1,0
29,2/25/2022 20:34,1,1,1,0
10,2/25/2022 20:39,1,1,1,0
3,2/25/2022 20:39,1,1,1,0
9,2/25/2022 20:39,1,1,1,0
19,2/25/2022 20:44,1,0,1,0
20,2/25/2022 20:44,1,1,1,0
18,2/25/2022 20:44,1,1,1,0
4,2/25/2022 21:14,1,1,1,0
25,2/25/2022 21:57,1,1,1,0
1,2/25/2022 22:18,1,1,1,0
8,2/26/2022 2:30,1,1,1,0
18,2/26/2022 12:12,1,0,1,0
20,2/26/2022 12:16,1,0,1,0
4,2/26/2022 12:24,1,0,1,0
8,2/26/2022 12:27,1,0,1,0
10,2/26/2022 12:35,1,0,1,0
3,2/26/2022 12:35,1,0,1,0
25,2/26/2022 12:37,1,0,1,0
11,2/26/2022 12:40,1,0,1,0
6,2/26/2022 13:11,1,0,1,0
200,2/26/2022 13:13,1,0,1,0
1,2/26/2022 13:32,1,0,1,0
9,2/26/2022 13:57,1,0,1,0
29,2/26/2022 14:06,1,0,1,0
6,2/26/2022 16:17,1,1,1,0
29,2/26/2022 19:41,1,1,1,0
200,2/26/2022 19:44,1,1,1,0
11,2/26/2022 19:44,1,1,1,0
3,2/26/2022 20:02,1,1,1,0
10,2/26/2022 20:03,1,1,1,0
9,2/26/2022 20:10,1,1,1,0
18,2/26/2022 20:29,1,1,1,0
20,2/26/2022 20:29,1,1,1,0
25,2/26/2022 22:35,1,1,1,0
4,2/26/2022 23:43,1,1,1,0
8,2/27/2022 0:13,1,1,1,0
1,2/27/2022 0:23,1,1,1,0
25,2/28/2022 10:17,1,0,1,0
11,2/28/2022 10:27,1,0,1,0
28,2/28/2022 10:30,1,0,1,0
7,2/28/2022 11:24,1,0,1,0
14,2/28/2022 11:26,1,0,1,0
4,2/28/2022 11:33,1,0,1,0
10,2/28/2022 11:50,1,0,1,0
3,2/28/2022 11:50,1,0,1,0
12,2/28/2022 11:51,1,0,1,0
6,2/28/2022 12:06,1,0,1,0
19,2/28/2022 12:22,1,1,1,0
200,2/28/2022 12:23,1,0,1,0
1,2/28/2022 12:38,1,0,1,0
18,2/28/2022 13:27,1,0,1,0
20,2/28/2022 13:50,1,0,1,0
6,2/28/2022 13:56,1,1,1,0
9,2/28/2022 14:40,1,1,1,0
15,2/28/2022 15:51,1,0,1,0
12,2/28/2022 17:58,1,1,1,0
200,2/28/2022 18:57,1,1,1,0
28,2/28/2022 19:09,1,1,1,0
11,2/28/2022 20:05,1,1,1,0
19,2/28/2022 20:31,1,1,1,0
3,2/28/2022 20:43,1,1,1,0
10,2/28/2022 20:45,1,1,1,0
14,2/28/2022 20:47,1,1,1,0
18,2/28/2022 20:49,1,1,1,0
9,2/28/2022 20:49,1,1,1,0
20,2/28/2022 20:51,1,1,1,0
15,2/28/2022 20:51,1,1,1,0
7,2/28/2022 21:17,1,1,1,0
4,2/28/2022 22:30,1,1,1,0
